,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
446,Shaanxi,Mainland China,1/31/2020 23:59,87.0,,,,
447,Yunnan,Mainland China,1/31/2020 23:59,83.0,,1.0,,
448,Hebei,Mainland China,1/31/2020 23:59,82.0,1.0,,,
449,Heilongjiang,Mainland China,1/31/2020 23:59,59.0,2.0,,,
450,Hainan,Mainland China,1/31/2020 23:59,52.0,1.0,1.0,,
451,Liaoning,Mainland China,1/31/2020 23:59,48.0,,1.0,,
452,Shanxi,Mainland China,1/31/2020 23:59,39.0,,1.0,,
453,Tianjin,Mainland China,1/31/2020 23:59,32.0,,,,
454,Guizhou,Mainland China,1/31/2020 23:59,29.0,,2.0,,
455,Gansu,Mainland China,1/31/2020 23:59,29.0,,,,
456,Ningxia,Mainland China,1/31/2020 23:59,21.0,,,,
457,Inner Mongolia,Mainland China,1/31/2020 23:59,20.0,,1.0,,
458,Xinjiang,Mainland China,1/31/2020 23:59,17.0,,,,
459,Jilin,Mainland China,1/31/2020 23:59,14.0,,1.0,,
460,Hong Kong,Hong Kong,1/31/2020 23:59,12.0,,,,
461,Taiwan,Taiwan,1/31/2020 23:59,10.0,,,,
462,Qinghai,Mainland China,1/31/2020 23:59,8.0,,,,
463,Macau,Macau,1/31/2020 23:59,7.0,,,,
464,Tibet,Mainland China,1/31/2020 23:59,1.0,,,,
465,,Thailand,1/31/2020 23:59,19.0,,5.0,,
466,,Japan,1/31/2020 23:59,15.0,,1.0,,
467,,Singapore,1/31/2020 23:59,13.0,,,,
468,,South Korea,1/31/2020 23:59,11.0,,,,
469,,Malaysia,1/31/2020 23:59,8.0,,,,
470,,France,1/31/2020 23:59,5.0,,,,
471,Bavaria,Germany,1/31/2020 23:59,5.0,,,,
472,New South Wales,Australia,1/31/2020 23:59,4.0,,2.0,,
473,,United Arab Emirates,1/31/2020 23:59,4.0,,,,
474,Victoria,Australia,1/31/2020 23:59,3.0,,,,
475,Illinois,US,1/31/2020 23:59,2.0,,,,
476,California,US,1/31/2020 23:59,2.0,,,,
477,,Vietnam,1/31/2020 23:59,2.0,,,,
478,Ontario,Canada,1/31/2020 23:59,2.0,,,,
479,Queensland,Australia,1/31/2020 23:59,2.0,,,,
480,,Italy,1/31/2020 23:59,2.0,,,,
481,,UK,1/31/2020 23:59,2.0,,,,
482,,Russia,1/31/2020 23:59,2.0,,,,
483,Washington,US,1/31/2020 23:59,1.0,,,,
484,Arizona,US,1/31/2020 23:59,1.0,,,,
485,,Nepal,1/31/2020 23:59,1.0,,,,
486,British Columbia,Canada,1/31/2020 23:59,1.0,,,,
487,,Cambodia,1/31/2020 23:59,1.0,,,,
488,,Sri Lanka,1/31/2020 23:59,1.0,,,,
489,,Finland,1/31/2020 23:59,1.0,,,,
490,,Philippines,1/31/2020 23:59,1.0,,,,
491,,India,1/31/2020 23:59,1.0,,,,
492,,Sweden,1/31/2020 23:59,1.0,,,,
493,Hubei,Mainland China,2/1/2020 11:53,7153.0,249.0,168.0,,
494,Zhejiang,Mainland China,2/1/2020 10:53,599.0,0.0,21.0,,
495,Guangdong,Mainland China,2/1/2020 14:23,535.0,0.0,14.0,,
496,Henan,Mainland China,2/1/2020 1:52,422.0,2.0,3.0,,
497,Hunan,Mainland China,2/1/2020 11:03,389.0,0.0,8.0,,
498,Anhui,Mainland China,2/1/2020 13:33,297.0,0.0,5.0,,
499,Jiangxi,Mainland China,2/1/2020 1:52,286.0,0.0,9.0,,
500,Chongqing,Mainland China,2/1/2020 8:43,247.0,1.0,3.0,,
501,Sichuan,Mainland China,2/1/2020 1:52,207.0,1.0,3.0,,
502,Shandong,Mainland China,2/1/2020 7:51,206.0,0.0,3.0,,
503,Jiangsu,Mainland China,2/1/2020 14:03,202.0,0.0,6.0,,
504,Shanghai,Mainland China,2/1/2020 6:05,169.0,1.0,10.0,,
505,Beijing,Mainland China,2/1/2020 9:17,168.0,1.0,9.0,,
506,Fujian,Mainland China,2/1/2020 5:37,144.0,0.0,0.0,,
507,Shaanxi,Mainland China,2/1/2020 5:37,101.0,0.0,0.0,,
508,Guangxi,Mainland China,2/1/2020 1:52,100.0,0.0,2.0,,
509,Hebei,Mainland China,2/1/2020 1:52,96.0,1.0,0.0,,
510,Yunnan,Mainland China,2/1/2020 15:53,93.0,0.0,2.0,,
511,Heilongjiang,Mainland China,2/1/2020 10:33,80.0,2.0,2.0,,
512,Liaoning,Mainland China,2/1/2020 15:23,64.0,0.0,1.0,,
513,Hainan,Mainland China,2/1/2020 8:43,62.0,1.0,1.0,,
514,Shanxi,Mainland China,2/1/2020 1:52,47.0,0.0,1.0,,
515,Tianjin,Mainland China,2/1/2020 15:43,41.0,0.0,0.0,,
516,Gansu,Mainland China,2/1/2020 15:43,40.0,0.0,0.0,,
517,Guizhou,Mainland China,1/31/2020 15:20,29.0,0.0,2.0,,
518,Ningxia,Mainland China,2/1/2020 2:13,26.0,0.0,0.0,,
519,Inner Mongolia,Mainland China,2/1/2020 5:37,23.0,0.0,1.0,,
520,,Japan,2/1/2020 18:53,20.0,0.0,1.0,,
521,,Thailand,1/31/2020 10:37,19.0,0.0,5.0,,
522,Xinjiang,Mainland China,2/1/2020 5:37,18.0,0.0,0.0,,
523,Jilin,Mainland China,2/1/2020 1:52,17.0,0.0,1.0,,
524,,Singapore,2/1/2020 5:37,16.0,0.0,0.0,,
525,Hong Kong,Hong Kong,2/1/2020 5:37,13.0,0.0,0.0,,
526,,South Korea,2/1/2020 10:43,12.0,0.0,0.0,,
527,Taiwan,Taiwan,1/31/2020 15:20,10.0,0.0,0.0,,
528,Qinghai,Mainland China,2/1/2020 5:37,9.0,0.0,0.0,,
529,,Malaysia,1/31/2020 8:15,8.0,0.0,0.0,,
530,,Germany,2/1/2020 18:33,8.0,0.0,0.0,,
531,Macau,Macau,1/31/2020 8:15,7.0,0.0,0.0,,
532,,France,2/1/2020 1:52,6.0,0.0,0.0,,
533,,Vietnam,2/1/2020 7:38,6.0,0.0,1.0,,
534,New South Wales,Australia,2/1/2020 18:12,4.0,0.0,2.0,,
535,Victoria,Australia,2/1/2020 18:12,4.0,0.0,0.0,,
536,,United Arab Emirates,1/31/2020 8:15,4.0,0.0,0.0,,
537,Queensland,Australia,2/1/2020 18:12,3.0,0.0,0.0,,
538,Ontario,Canada,2/1/2020 18:12,3.0,0.0,0.0,,
539,,Italy,1/31/2020 8:15,2.0,0.0,0.0,,
540,,Russia,1/31/2020 16:13,2.0,0.0,0.0,,
541,,UK,2/1/2020 1:52,2.0,0.0,0.0,,
542,"Chicago, IL",US,2/1/2020 19:43,2.0,0.0,0.0,,
543,South Australia,Australia,2/1/2020 18:12,1.0,0.0,0.0,,
544,,Cambodia,1/31/2020 8:15,1.0,0.0,0.0,,
545,British Columbia,Canada,2/1/2020 18:12,1.0,0.0,0.0,,
546,,Finland,1/31/2020 8:15,1.0,0.0,0.0,,
547,,India,1/31/2020 8:15,1.0,0.0,0.0,,
548,Tibet,Mainland China,2/1/2020 1:52,1.0,0.0,0.0,,
549,,Nepal,1/31/2020 8:15,1.0,0.0,0.0,,
550,,Philippines,2/1/2020 17:43,1.0,0.0,0.0,,
551,,Spain,2/1/2020 2:13,1.0,0.0,0.0,,
552,,Sri Lanka,1/31/2020 8:15,1.0,0.0,0.0,,
553,,Sweden,2/1/2020 2:13,1.0,0.0,0.0,,
554,"Boston, MA",US,2/1/2020 19:43,1.0,0.0,0.0,,
555,"Los Angeles, CA",US,2/1/2020 19:53,1.0,0.0,0.0,,
556,"Orange, CA",US,2/1/2020 19:53,1.0,0.0,0.0,,
557,"Santa Clara, CA",US,2/1/2020 19:53,1.0,0.0,0.0,,
558,"Seattle, WA",US,2/1/2020 19:43,1.0,0.0,0.0,,
559,"Tempe, AZ",US,2/1/2020 19:43,1.0,0.0,0.0,,
560,Hubei,Mainland China,2020-02-02T23:43:02,11177.0,350.0,295.0,,
561,Zhejiang,Mainland China,2020-02-02T18:03:05,661.0,0.0,32.0,,
562,Guangdong,Mainland China,2020-02-02T18:03:05,632.0,0.0,15.0,,
563,Henan,Mainland China,2020-02-02T18:03:05,493.0,2.0,10.0,,
564,Hunan,Mainland China,2020-02-02T18:03:05,463.0,0.0,16.0,,
565,Anhui,Mainland China,2020-02-02T18:03:05,340.0,0.0,7.0,,
566,Jiangxi,Mainland China,2020-02-02T18:03:05,333.0,0.0,12.0,,
567,Chongqing,Mainland China,2020-02-02T23:33:02,300.0,2.0,7.0,,
568,Jiangsu,Mainland China,2020-02-02T18:03:05,236.0,0.0,7.0,,
569,Sichuan,Mainland China,2020-02-02T18:03:05,231.0,1.0,11.0,,
570,Shandong,Mainland China,2020-02-02T18:03:05,230.0,0.0,6.0,,
571,Beijing,Mainland China,2020-02-02T08:43:02,191.0,1.0,9.0,,
572,Shanghai,Mainland China,2020-02-02T05:53:02,182.0,1.0,10.0,,
573,Fujian,Mainland China,2020-02-02T03:43:01,159.0,0.0,0.0,,
574,Shaanxi,Mainland China,2020-02-02T03:23:14,116.0,0.0,0.0,,
575,Guangxi,Mainland China,2020-02-02T00:23:13,111.0,0.0,2.0,,
576,Yunnan,Mainland China,2020-02-02T18:03:05,105.0,0.0,3.0,,
577,Hebei,Mainland China,2020-02-02T02:53:02,104.0,1.0,3.0,,
578,Heilongjiang,Mainland China,2020-02-02T03:23:14,95.0,2.0,2.0,,
579,Liaoning,Mainland China,2020-02-02T18:03:05,70.0,0.0,1.0,,
580,Shanxi,Mainland China,2020-02-02T23:23:13,66.0,0.0,3.0,,
581,Hainan,Mainland China,2020-02-02T18:03:05,64.0,1.0,4.0,,
582,Gansu,Mainland China,2020-02-02T23:43:02,51.0,0.0,3.0,,
583,Tianjin,Mainland China,2020-02-02T09:43:01,48.0,0.0,1.0,,
584,Guizhou,Mainland China,2020-02-02T01:03:32,38.0,0.0,2.0,,
585,Ningxia,Mainland China,2020-02-02T01:43:02,28.0,0.0,0.0,,
586,Inner Mongolia,Mainland China,2020-02-02T03:43:01,27.0,0.0,1.0,,
587,Jilin,Mainland China,2020-02-02T02:33:02,23.0,0.0,1.0,,
588,Xinjiang,Mainland China,2020-02-02T00:43:02,21.0,0.0,0.0,,
594,Qinghai,Mainland China,2020-02-02T05:33:03,11.0,0.0,0.0,,
595,,Germany,2020-02-02T18:03:05,10.0,0.0,0.0,,
600,,Vietnam,2020-02-01T07:38:12,6.0,0.0,1.0,,
607,,India,2020-02-02T06:03:08,2.0,0.0,0.0,,
624,"Santa Clara, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,
627,Hubei,Mainland China,2020-02-03T23:23:03,13522.0,414.0,386.0,,
628,Guangdong,Mainland China,2020-02-03T12:53:02,725.0,0.0,21.0,,
629,Zhejiang,Mainland China,2020-02-03T13:33:02,724.0,0.0,43.0,,
630,Henan,Mainland China,2020-02-03T17:11:34,566.0,2.0,16.0,,
631,Hunan,Mainland China,2020-02-03T11:03:10,521.0,0.0,22.0,,
632,Anhui,Mainland China,2020-02-03T17:11:34,408.0,0.0,14.0,,
633,Jiangxi,Mainland China,2020-02-03T01:33:02,391.0,0.0,18.0,,
634,Chongqing,Mainland China,2020-02-03T23:43:02,337.0,2.0,9.0,,
635,Jiangsu,Mainland China,2020-02-03T11:03:10,271.0,0.0,8.0,,
636,Shandong,Mainland China,2020-02-03T17:11:34,259.0,0.0,7.0,,
637,Sichuan,Mainland China,2020-02-03T11:23:23,254.0,1.0,14.0,,
638,Beijing,Mainland China,2020-02-03T09:23:05,212.0,1.0,12.0,,
639,Shanghai,Mainland China,2020-02-03T07:03:12,203.0,1.0,10.0,,
640,Fujian,Mainland China,2020-02-03T11:33:13,179.0,0.0,1.0,,
641,Shaanxi,Mainland China,2020-02-03T02:33:02,128.0,0.0,0.0,,
642,Guangxi,Mainland China,2020-02-03T12:33:02,127.0,0.0,7.0,,
643,Heilongjiang,Mainland China,2020-02-03T07:13:19,121.0,2.0,2.0,,
644,Yunnan,Mainland China,2020-02-03T23:23:03,117.0,0.0,5.0,,
645,Hebei,Mainland China,2020-02-03T00:23:14,113.0,1.0,3.0,,
646,Liaoning,Mainland China,2020-02-03T17:11:34,74.0,0.0,1.0,,
647,Shanxi,Mainland China,2020-02-03T23:13:11,74.0,0.0,2.0,,
648,Hainan,Mainland China,2020-02-03T17:11:34,72.0,1.0,4.0,,
649,Tianjin,Mainland China,2020-02-03T13:53:03,60.0,0.0,1.0,,
650,Gansu,Mainland China,2020-02-03T23:03:08,55.0,0.0,3.0,,
651,Guizhou,Mainland China,2020-02-03T01:03:22,46.0,0.0,2.0,,
652,Inner Mongolia,Mainland China,2020-02-03T03:03:09,34.0,0.0,1.0,,
653,Jilin,Mainland China,2020-02-03T00:53:03,31.0,0.0,1.0,,
654,Ningxia,Mainland China,2020-02-03T08:33:03,31.0,0.0,1.0,,
655,Xinjiang,Mainland China,2020-02-03T01:13:21,24.0,0.0,0.0,,
656,,Japan,2020-02-01T18:53:03,20.0,0.0,1.0,,
657,,Thailand,2020-01-31T10:37:00,19.0,0.0,5.0,,
658,,Singapore,2020-02-02T01:03:32,18.0,0.0,0.0,,
659,Hong Kong,Hong Kong,2020-02-02T23:53:02,15.0,0.0,0.0,,
660,,South Korea,2020-02-02T02:23:13,15.0,0.0,0.0,,
661,Qinghai,Mainland China,2020-02-03T02:43:01,13.0,0.0,0.0,,
663,Taiwan,Taiwan,2020-01-31T15:20:56,10.0,0.0,0.0,,
664,Macau,Macau,2020-02-02T04:23:14,8.0,0.0,0.0,,
665,,Malaysia,2020-01-31T08:15:53,8.0,0.0,0.0,,
671,Ontario,Canada,2020-02-01T18:12:49,3.0,0.0,0.0,,
673,Queensland,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,,
695,Hubei,Mainland China,2020-02-04T23:43:01,16678.0,479.0,522.0,,
696,Zhejiang,Mainland China,2020-02-04T13:03:07,829.0,0.0,62.0,,
697,Guangdong,Mainland China,2020-02-04T13:03:07,813.0,0.0,30.0,,
698,Henan,Mainland China,2020-02-04T11:53:02,675.0,2.0,27.0,,
699,Hunan,Mainland China,2020-02-04T14:03:03,593.0,0.0,31.0,,
700,Anhui,Mainland China,2020-02-04T05:33:01,480.0,0.0,20.0,,
701,Jiangxi,Mainland China,2020-02-04T14:43:02,476.0,0.0,20.0,,
702,Chongqing,Mainland China,2020-02-04T23:43:01,366.0,2.0,9.0,,
703,Jiangsu,Mainland China,2020-02-04T11:53:02,308.0,0.0,12.0,,
704,Sichuan,Mainland China,2020-02-04T01:43:02,282.0,1.0,14.0,,
705,Shandong,Mainland China,2020-02-04T12:03:04,275.0,0.0,11.0,,
706,Beijing,Mainland China,2020-02-04T08:33:01,228.0,1.0,23.0,,
707,Shanghai,Mainland China,2020-02-04T06:33:02,219.0,1.0,12.0,,
708,Fujian,Mainland China,2020-02-04T12:13:11,194.0,0.0,3.0,,
709,Heilongjiang,Mainland China,2020-02-04T07:43:01,155.0,2.0,4.0,,
710,Shaanxi,Mainland China,2020-02-04T12:33:02,142.0,0.0,2.0,,
711,Guangxi,Mainland China,2020-02-04T05:53:01,139.0,0.0,10.0,,
712,Hebei,Mainland China,2020-02-04T08:53:01,126.0,1.0,4.0,,
713,Yunnan,Mainland China,2020-02-04T23:23:02,122.0,0.0,5.0,,
714,Liaoning,Mainland China,2020-02-04T14:13:08,81.0,0.0,2.0,,
715,Shanxi,Mainland China,2020-02-04T23:23:02,81.0,0.0,4.0,,
716,Hainan,Mainland China,2020-02-04T11:33:03,80.0,1.0,5.0,,
717,Tianjin,Mainland China,2020-02-04T13:33:02,67.0,0.0,2.0,,
718,Guizhou,Mainland China,2020-02-04T10:43:02,58.0,0.0,2.0,,
719,Gansu,Mainland China,2020-02-04T15:43:02,57.0,0.0,4.0,,
720,Jilin,Mainland China,2020-02-04T00:23:05,42.0,0.0,1.0,,
721,Inner Mongolia,Mainland China,2020-02-04T03:03:07,35.0,0.0,1.0,,
723,Xinjiang,Mainland China,2020-02-04T01:33:01,29.0,0.0,0.0,,
725,,Singapore,2020-02-04T15:33:03,24.0,0.0,0.0,,
727,Hong Kong,Hong Kong,2020-02-04T09:03:02,17.0,1.0,0.0,,
728,,South Korea,2020-02-04T15:33:03,16.0,0.0,0.0,,
729,Qinghai,Mainland China,2020-02-04T01:33:01,15.0,0.0,0.0,,
733,,Malaysia,2020-02-04T07:33:02,10.0,0.0,0.0,,
752,British Columbia,Canada,2020-02-01T18:12:49,1.0,0.0,0.0,,
765,Hubei,Mainland China,2020-02-05T23:13:12,19665.0,549.0,633.0,,
766,Guangdong,Mainland China,2020-02-05T13:23:04,895.0,0.0,49.0,,
767,Zhejiang,Mainland China,2020-02-05T15:13:02,895.0,0.0,78.0,,
768,Henan,Mainland China,2020-02-05T15:03:02,764.0,2.0,47.0,,
769,Hunan,Mainland China,2020-02-05T15:23:02,661.0,0.0,54.0,,
770,Jiangxi,Mainland China,2020-02-05T01:33:07,548.0,0.0,27.0,,
771,Anhui,Mainland China,2020-02-05T13:43:02,530.0,0.0,23.0,,
772,Chongqing,Mainland China,2020-02-05T23:43:02,389.0,2.0,15.0,,
773,Jiangsu,Mainland China,2020-02-05T12:43:02,341.0,0.0,23.0,,
774,Shandong,Mainland China,2020-02-05T10:13:13,307.0,0.0,15.0,,
775,Sichuan,Mainland China,2020-02-05T10:13:13,301.0,1.0,24.0,,
776,Beijing,Mainland China,2020-02-05T05:43:02,253.0,1.0,24.0,,
777,Shanghai,Mainland China,2020-02-05T06:23:04,243.0,1.0,15.0,,
778,Fujian,Mainland China,2020-02-05T12:33:01,205.0,0.0,11.0,,
779,Heilongjiang,Mainland China,2020-02-05T12:13:04,190.0,2.0,7.0,,
780,Shaanxi,Mainland China,2020-02-05T08:43:01,165.0,0.0,6.0,,
781,Guangxi,Mainland China,2020-02-05T12:03:08,150.0,0.0,13.0,,
782,Hebei,Mainland China,2020-02-05T11:23:18,135.0,1.0,6.0,,
783,Yunnan,Mainland China,2020-02-05T23:33:02,128.0,0.0,5.0,,
784,Hainan,Mainland China,2020-02-05T16:43:04,99.0,1.0,5.0,,
785,Liaoning,Mainland China,2020-02-05T15:23:02,89.0,0.0,4.0,,
786,Shanxi,Mainland China,2020-02-05T15:23:02,81.0,0.0,5.0,,
787,Tianjin,Mainland China,2020-02-05T03:43:02,69.0,1.0,2.0,,
788,Guizhou,Mainland China,2020-02-05T12:33:02,64.0,1.0,9.0,,
790,Jilin,Mainland China,2020-02-05T11:03:16,54.0,0.0,2.0,,
791,Inner Mongolia,Mainland China,2020-02-05T08:53:02,42.0,0.0,3.0,,
792,Ningxia,Mainland China,2020-02-04T02:13:18,34.0,0.0,1.0,,
793,Xinjiang,Mainland China,2020-02-05T02:03:13,32.0,0.0,0.0,,
796,,Japan,2020-02-04T16:43:03,22.0,0.0,1.0,,
797,Hong Kong,Hong Kong,2020-02-05T13:13:10,21.0,1.0,0.0,,
798,,South Korea,2020-02-05T15:33:01,19.0,0.0,0.0,,
799,Qinghai,Mainland China,2020-02-05T03:13:05,17.0,0.0,3.0,,
802,Taiwan,Taiwan,2020-02-04T14:53:02,11.0,0.0,0.0,,
803,Macau,Macau,2020-02-04T04:43:02,10.0,0.0,0.0,,
804,,Vietnam,2020-02-03T21:43:02,8.0,0.0,1.0,,
807,New South Wales,Australia,2020-02-01T18:12:49,4.0,0.0,2.0,,
809,Queensland,Australia,2020-02-04T16:53:03,3.0,0.0,0.0,,
836,Hubei,Mainland China,2020-02-06T23:23:02,22112.0,618.0,817.0,,
837,Guangdong,Mainland China,2020-02-06T12:43:02,970.0,0.0,69.0,,
838,Zhejiang,Mainland China,2020-02-06T10:53:04,954.0,0.0,94.0,,
839,Henan,Mainland China,2020-02-06T11:23:14,851.0,2.0,56.0,,
840,Hunan,Mainland China,2020-02-06T13:13:06,711.0,0.0,81.0,,
841,Jiangxi,Mainland China,2020-02-06T02:33:01,600.0,0.0,37.0,,
842,Anhui,Mainland China,2020-02-06T13:33:02,591.0,0.0,34.0,,
843,Chongqing,Mainland China,2020-02-06T23:33:02,411.0,2.0,24.0,,
844,Jiangsu,Mainland China,2020-02-06T08:03:10,373.0,0.0,34.0,,
845,Shandong,Mainland China,2020-02-06T07:53:02,347.0,0.0,27.0,,
846,Sichuan,Mainland China,2020-02-06T08:03:10,321.0,1.0,31.0,,
847,Beijing,Mainland China,2020-02-06T03:23:11,274.0,1.0,31.0,,
848,Shanghai,Mainland China,2020-02-06T06:53:07,257.0,1.0,25.0,,
849,Heilongjiang,Mainland China,2020-02-06T08:13:06,227.0,3.0,8.0,,
850,Fujian,Mainland China,2020-02-06T11:03:19,215.0,0.0,14.0,,
851,Shaanxi,Mainland China,2020-02-06T13:53:02,173.0,0.0,9.0,,
852,Guangxi,Mainland China,2020-02-06T04:13:13,168.0,0.0,14.0,,
853,Hebei,Mainland China,2020-02-06T13:53:02,157.0,1.0,13.0,,
854,Yunnan,Mainland China,2020-02-06T09:43:02,133.0,0.0,7.0,,
855,Hainan,Mainland China,2020-02-06T11:13:24,106.0,1.0,8.0,,
856,Shanxi,Mainland China,2020-02-06T23:03:02,96.0,0.0,12.0,,
857,Liaoning,Mainland China,2020-02-06T14:33:02,94.0,0.0,5.0,,
858,Tianjin,Mainland China,2020-02-06T23:43:01,79.0,1.0,2.0,,
859,Guizhou,Mainland China,2020-02-06T09:53:02,71.0,1.0,6.0,,
860,Gansu,Mainland China,2020-02-05T16:23:06,62.0,0.0,6.0,,
861,Jilin,Mainland China,2020-02-06T14:23:04,59.0,0.0,4.0,,
862,Inner Mongolia,Mainland China,2020-02-06T02:23:08,46.0,0.0,4.0,,
863,,Japan,2020-02-06T02:53:03,45.0,0.0,1.0,,
864,Ningxia,Mainland China,2020-02-06T02:13:15,40.0,0.0,1.0,,
865,Xinjiang,Mainland China,2020-02-06T01:13:08,36.0,0.0,0.0,,
866,,Singapore,2020-02-05T16:33:03,28.0,0.0,0.0,,
868,Hong Kong,Hong Kong,2020-02-06T14:43:02,24.0,1.0,0.0,,
869,,South Korea,2020-02-06T02:53:03,23.0,0.0,0.0,,
872,,Germany,2020-02-03T20:53:02,12.0,0.0,0.0,,
873,,Malaysia,2020-02-05T15:43:02,12.0,0.0,0.0,,
879,Queensland,Australia,2020-02-06T02:53:03,4.0,0.0,0.0,,
883,British Columbia,Canada,2020-02-05T17:33:03,2.0,0.0,0.0,,
885,,Italy,2020-01-31T08:15:53,2.0,0.0,0.0,,
886,,Philippines,2020-02-02T03:33:07,2.0,1.0,0.0,,
888,,UK,2020-02-01T01:52:40,2.0,0.0,0.0,,
907,Hubei,Mainland China,2020-02-07T23:43:02,24953.0,699.0,1115.0,,
908,Guangdong,Mainland China,2020-02-07T10:13:06,1034.0,1.0,88.0,,
909,Zhejiang,Mainland China,2020-02-07T11:33:11,1006.0,0.0,123.0,,
910,Henan,Mainland China,2020-02-07T14:03:12,914.0,3.0,86.0,,
911,Hunan,Mainland China,2020-02-07T11:33:11,772.0,0.0,112.0,,
912,Anhui,Mainland China,2020-02-07T05:13:07,665.0,0.0,47.0,,
913,Jiangxi,Mainland China,2020-02-07T01:23:02,661.0,0.0,45.0,,
914,Chongqing,Mainland China,2020-02-07T23:33:02,426.0,2.0,31.0,,
915,Jiangsu,Mainland China,2020-02-07T14:03:12,408.0,0.0,43.0,,
916,Shandong,Mainland China,2020-02-07T11:33:11,386.0,0.0,37.0,,
917,Sichuan,Mainland China,2020-02-07T08:23:09,344.0,1.0,42.0,,
918,Beijing,Mainland China,2020-02-07T03:23:02,297.0,1.0,33.0,,
919,Heilongjiang,Mainland China,2020-02-07T07:43:02,277.0,3.0,12.0,,
920,Shanghai,Mainland China,2020-02-07T06:14:15,277.0,1.0,30.0,,
921,Fujian,Mainland China,2020-02-07T13:23:03,224.0,0.0,20.0,,
922,Shaanxi,Mainland China,2020-02-07T08:23:09,184.0,0.0,17.0,,
923,Guangxi,Mainland China,2020-02-07T00:33:02,172.0,0.0,17.0,,
924,Hebei,Mainland China,2020-02-07T12:03:04,172.0,1.0,22.0,,
925,Yunnan,Mainland China,2020-02-07T23:23:04,138.0,0.0,12.0,,
926,Hainan,Mainland China,2020-02-07T12:33:02,117.0,2.0,10.0,,
927,Shanxi,Mainland China,2020-02-07T23:43:02,104.0,0.0,15.0,,
928,Liaoning,Mainland China,2020-02-07T15:33:03,99.0,0.0,7.0,,
929,Guizhou,Mainland China,2020-02-07T11:13:07,81.0,1.0,6.0,,
930,Tianjin,Mainland China,2020-02-07T05:43:03,81.0,1.0,2.0,,
931,Gansu,Mainland China,2020-02-07T02:33:06,67.0,0.0,9.0,,
932,Jilin,Mainland China,2020-02-07T00:43:02,65.0,1.0,4.0,,
934,Inner Mongolia,Mainland China,2020-02-07T11:13:07,50.0,0.0,5.0,,
935,Ningxia,Mainland China,2020-02-07T11:13:07,43.0,0.0,5.0,,
936,Xinjiang,Mainland China,2020-02-07T01:43:02,39.0,0.0,0.0,,
937,,Singapore,2020-02-07T03:03:03,30.0,0.0,0.0,,
938,Hong Kong,Hong Kong,2020-02-07T11:53:02,25.0,1.0,0.0,,
940,,Thailand,2020-02-04T15:33:03,25.0,0.0,5.0,,
943,Taiwan,Taiwan,2020-02-06T15:03:04,16.0,0.0,1.0,,
945,,Malaysia,2020-02-07T09:13:21,12.0,0.0,1.0,,
947,,Vietnam,2020-02-06T01:13:08,10.0,0.0,1.0,,
948,,France,2020-02-01T01:52:40,6.0,0.0,0.0,,
950,,United Arab Emirates,2020-02-02T05:43:01,5.0,0.0,0.0,,
971,,Sri Lanka,2020-01-31T08:15:53,1.0,0.0,0.0,,
979,Hubei,Mainland China,2020-02-08T23:33:06,27100.0,780.0,1439.0,,
980,Guangdong,Mainland China,2020-02-08T11:53:01,1095.0,1.0,112.0,,
981,Zhejiang,Mainland China,2020-02-08T10:53:02,1048.0,0.0,175.0,,
982,Henan,Mainland China,2020-02-08T14:13:12,981.0,4.0,116.0,,
983,Hunan,Mainland China,2020-02-08T12:53:01,803.0,1.0,156.0,,
984,Anhui,Mainland China,2020-02-08T07:43:02,733.0,0.0,59.0,,
985,Jiangxi,Mainland China,2020-02-08T01:23:02,698.0,0.0,55.0,,
986,Jiangsu,Mainland China,2020-02-08T10:23:04,439.0,0.0,51.0,,
987,Chongqing,Mainland China,2020-02-08T11:03:15,428.0,2.0,39.0,,
988,Shandong,Mainland China,2020-02-08T11:33:02,416.0,0.0,44.0,,
989,Sichuan,Mainland China,2020-02-08T15:23:04,364.0,1.0,60.0,,
990,Beijing,Mainland China,2020-02-08T03:13:09,315.0,2.0,34.0,,
991,Heilongjiang,Mainland China,2020-02-08T04:03:09,295.0,5.0,13.0,,
992,Shanghai,Mainland China,2020-02-08T06:33:02,286.0,1.0,41.0,,
993,Fujian,Mainland China,2020-02-08T08:13:10,239.0,0.0,24.0,,
994,Hebei,Mainland China,2020-02-08T11:33:02,195.0,1.0,30.0,,
995,Shaanxi,Mainland China,2020-02-08T10:13:06,195.0,0.0,20.0,,
996,Guangxi,Mainland China,2020-02-08T00:23:03,183.0,0.0,17.0,,
997,Yunnan,Mainland China,2020-02-08T08:43:02,138.0,0.0,17.0,,
998,Hainan,Mainland China,2020-02-08T10:23:04,124.0,2.0,14.0,,
999,Shanxi,Mainland China,2020-02-08T23:53:02,115.0,0.0,21.0,,
1000,Liaoning,Mainland China,2020-02-08T11:53:01,105.0,0.0,8.0,,
1001,Guizhou,Mainland China,2020-02-08T06:43:03,89.0,1.0,7.0,,
1002,Tianjin,Mainland China,2020-02-08T08:23:04,88.0,1.0,4.0,,
1003,Gansu,Mainland China,2020-02-08T15:13:14,79.0,1.0,12.0,,
1004,Jilin,Mainland China,2020-02-08T00:13:04,69.0,1.0,4.0,,
